,artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
422,Dingo,(MM) Parhaat,Nahkatakkinen tyttö,1y5tsdpLOnJnh3wUpib63h,0.122,0.313,0.832,2,-5.532,1,0.0931,0,0.277,0.402,199.368,186040,4
423,Dingo,Kerjäläisten valtakunta,Autiotalo,6gZiWkvxlNl6DSZkp58p4d,0.0899,0.517,0.538,2,-7.866,1,0.0375,0,0.0855,0.42,113.546,263533,4
424,Reino Nordin,Kato mua silmiin,Kato mua silmiin,1z0ereQI7jyUE13QCs6CSy,0.0122,0.816,0.602,7,-4.569,0,0.0508,0.000123,0.127,0.524,120.046,208456,4
425,Cobra Starship,You Make Me Feel... (feat. Sabi),You Make Me Feel... (feat. Sabi),5FeuH4LtGxDWkSkhRG47QT,0.0191,0.668,0.857,7,-2.944,0,0.0535,6.71e-06,0.0385,0.748,131.959,215693,4
426,Britney Spears,The Singles Collection,3,4pJHQ4rSyYx3X8HsvN6kN6,0.0556,0.705,0.626,5,-4.077,0,0.0404,0,0.199,0.778,134.926,205293,4
427,Britney Spears,Clumsy,Clumsy,0kHMgkYiUgKfh0gY8gTIan,0.0574,0.767,0.469,5,-7.072,0,0.152,0,0.0979,0.346,103.942,182320,4
428,Nylon Beat,Parhaat!,Rakastuin mä looseriin,34B7h0Yn3U1BkUhrWBL6GS,0.0325,0.604,0.755,0,-6.664,1,0.187,0.295,0.324,0.567,188.866,256867,4
429,One Direction,Made In The A.M. (Deluxe Edition),History,0HMjXBAZmSYOTTi33WpMso,0.0352,0.655,0.699,11,-4.421,1,0.0493,0,0.064,0.802,86.704,187427,4
430,Flume,Never Be Like You,Never Be Like You,4ja3m5fYLcugwuXB6Jkh4Y,0.467,0.529,0.554,0,-5.427,1,0.0556,0,0.125,0.286,119.725,234910,4
431,John Legend,All of Me (Tiësto's Birthday Treatment Remix - Radio Edit),All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,1mzGywacjpeik00PVLBPpF,0.000149,0.606,0.72,5,-6.253,0,0.0283,0.00165,0.0745,0.178,127.985,251613,4
432,Calvin Harris,18 Months,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,0.197,0.573,0.929,8,-3.942,0,0.109,0.000112,0.0567,0.582,127.934,212560,4
433,Olly Murs,Grow Up,Grow Up,5nJWME6j2dfFSm5B6ayDrw,0.279,0.571,0.719,8,-3.914,1,0.0655,0,0.0891,0.511,167.339,224773,4
434,Mikael Gabriel,Lumi Teki Enkelin Eteiseen (Vain Elämää Kausi 5),Lumi Teki Enkelin Eteiseen - Vain Elämää Kausi 5,0qQ2TDJ42jGaEHE5cJAuG5,0.157,0.563,0.584,1,-8.778,0,0.247,0,0.335,0.281,172.13,161528,4
435,Mac Miller,Donald Trump - Single,Donald Trump,3uulVrxiI7iLTjOBZsaiF8,0.119,0.636,0.901,1,-7.094,0,0.118,0,0.391,0.836,162.994,165908,4
436,Mac Miller,My Favorite Part,My Favorite Part,6UUSdhj9yqzVum2YDIs3KE,0.627,0.861,0.33,6,-7.194,1,0.0526,1.93e-06,0.14,0.718,95.016,216000,4
437,Gavin James,Nervous (The Ooh Song) [Mark McCabe Remix],Nervous (The Ooh Song) - Mark McCabe Remix,0L9lXMXddmoBbBUeF7A9An,0.0732,0.432,0.874,7,-5.558,1,0.0462,6.14e-06,0.371,0.374,103.85,195195,4
438,iSHi,There For Me,There For Me,6tvUSjkuJeLdCcyc5k9mEu,0.239,0.752,0.711,8,-5.779,0,0.0617,6.5e-06,0.324,0.687,120.423,212702,4
439,Mac Miller,On And On And Beyond,Life Ain't Easy,7C1mp6UzyOrESLQCtNE6dO,0.0366,0.661,0.722,11,-5.735,0,0.0818,0,0.302,0.691,94.507,161379,4
440,Mac Miller,GO:OD AM,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,0.47,0.843,0.435,8,-8.442,1,0.178,0,0.147,0.19,120.058,208080,4
441,Mac Miller,Blue Slide Park,Diamonds & Gold,0Etjx0wbI3vCJAA054J5ZY,0.109,0.438,0.793,5,-6.883,0,0.346,0,0.241,0.462,175.876,197852,4
442,Dawin,Sunday,Jumpshot,4izP2KMwrhAdZEtIyp8Z8w,0.19,0.909,0.63,6,-3.9,0,0.0852,0,0.0291,0.803,97.027,209093,4
443,Smith & Thell,ROW,ROW,6vFx55KVZxkos6JiasUuro,0.326,0.612,0.719,7,-4.889,1,0.0296,7.31e-05,0.184,0.59,110.016,206317,4
444,FRENSHIP,Truce - EP,1000 Nights,2mb32CDk3XusDc87vjeAoG,0.0315,0.594,0.709,6,-9.541,0,0.0377,0.0562,0.0738,0.587,90.001,240293,4
445,Maroon 5,Don't Wanna Know,Don't Wanna Know,5MFzQMkrl1FOOng9tq6R9r,0.338,0.783,0.623,7,-6.126,1,0.08,0,0.0975,0.447,100.048,214480,4
446,Alex Vargas,Higher Love,Higher Love,1XcrVYh47expQrgm4cEToC,0.511,0.523,0.572,7,-7.196,0,0.0384,3.22e-06,0.128,0.22,112.833,216757,4
447,JAY-Z,Collision Course (Deluxe Version),Numb / Encore,7dyluIqv7QYVTXXZiMWPHW,0.0601,0.685,0.803,2,-4.251,1,0.156,0,0.546,0.799,107.005,205280,4
448,Tinie Tempah,Disc-Overy,Pass Out,2i5gkqfLxlCM902kgZVb6v,0.0281,0.693,0.891,1,-3.261,1,0.296,0,0.143,0.532,91.1,268053,4
449,Kanye West,The Life Of Pablo,Real Friends,4TsRQ0onK2Lmjw9TvomNJZ,0.263,0.462,0.748,6,-6.264,0,0.465,0.000482,0.138,0.132,170.862,251573,4
450,Meek Mill,Dreams Worth More Than Money,Jump Out the Face (feat. Future),17AS0y6FnHdYImAPUydAJg,0.0411,0.699,0.543,0,-8.879,1,0.138,1.26e-06,0.178,0.14,130.064,161907,4
451,Wiz Khalifa,Blacc Hollywood (Deluxe),We Dem Boyz,1ULa3GfdMKs0MfRpm6xVlu,0.00689,0.717,0.862,8,-4.736,1,0.054,0,0.321,0.52,130.021,224933,4
452,Tyga,Gucci Snakes,Gucci Snakes,3S6Qk3eJctunBqcqC3jmcE,0.0636,0.702,0.695,11,-7.365,0,0.257,0,0.376,0.533,150.003,320267,4
453,DJ Khaled,For Free,For Free,0lDBERpbbSfh3og8dSszfj,0.0173,0.916,0.571,10,-8.241,0,0.2,1.11e-06,0.153,0.498,103.521,183695,4
454,Tinie Tempah,Disc-Overy,Love Suicide (feat. Ester Dean),6WVXYeXd1O0bCEKxaEh6Si,0.0424,0.753,0.816,7,-4.117,1,0.108,0,0.174,0.614,89.997,247693,4
455,Cashmere Cat,Trust Nobody,Trust Nobody,2RlcBZiskvuupu6pG8bsNe,0.451,0.592,0.652,7,-7.209,0,0.164,0,0.117,0.726,78.488,218987,5
456,Eldis,Kontti,Kontti,7pHc1wejOm6psbZFJzZZTD,0.12,0.915,0.779,7,-4.317,1,0.198,4.2e-06,0.0266,0.686,122.073,191468,4
457,Vesterinen yhtyeineen,Faija Käyttää Napapaitaa,Faija Käyttää Napapaitaa,4xVQYvQz9l0v8YavRiipFN,0.0409,0.694,0.803,0,-4.28,1,0.0396,0,0.218,0.422,124.937,208393,4
458,Ellie Goulding,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)","Still Falling For You - From ""Bridget Jones's Baby""",638fKB27P7UAmu3Aq0vEJ3,0.547,0.512,0.531,1,-8.03,1,0.0418,2.46e-06,0.102,0.19,96.058,240867,4
459,Arttu Lindeman,Menee tunteisiin,Menee tunteisiin,7xXO80FA9PJrMqGkZaDdwH,0.338,0.585,0.867,11,-3.549,1,0.0548,0,0.0265,0.62,165.077,202224,3
460,Mac Miller,The Divine Feminine,Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66,0.00826,0.836,0.67,5,-6.907,0,0.23,0.000355,0.0837,0.556,107.018,305350,4
461,Mac Miller,Best Day Ever (5th Anniversary Remastered Edition),All Around The World,5NFN8JxhS86lm8Pxj5aT6I,0.00608,0.468,0.926,1,-4.19,1,0.208,0,0.0749,0.404,150.775,221232,4
462,Hailee Steinfeld,Love Myself,Love Myself,0xCmwofyCiXdhoBsMSNj2w,0.0032,0.616,0.768,0,-6.714,0,0.0781,0,0.427,0.322,122.91,218773,4
463,JVG,Revolveri (Luokkakokous 2 - Polttarit),Revolveri (Luokkakokous 2 - Polttarit),2lxrLR1S6M4upQZbSOQKD4,0.0494,0.716,0.812,5,-4.579,0,0.0743,0,0.212,0.513,124.121,198743,4
464,Sound Of Legend,Blue (Da Ba Dee) [Sound of Legend Version Edit],Blue (Da Ba Dee) - Sound of Legend Version Edit,3JUxU3KohteqkLk9BOpQ1c,0.125,0.575,0.978,7,-1.81,0,0.0613,0.000347,0.118,0.212,128.013,179893,4
465,Rae Sremmurd,SremmLife 2 (Deluxe),Black Beatles,21xJVN5wEbJogczYxfZhqR,0.158,0.794,0.647,0,-6.232,1,0.0628,0,0.139,0.345,145.945,291893,4
466,Pitbull,Can't Have (feat. Steven A. Clark & Ape Drums),Can't Have (feat. Steven A. Clark & Ape Drums),5vNulf3Z6xUrBzGy5hcFgM,0.0276,0.623,0.85,8,-2.605,0,0.108,3.47e-06,0.148,0.658,105.033,214905,4
467,Mike Perry,Inside the Lines,Inside the Lines,5GzExVEv1JDsYyPFjMdXsA,0.0709,0.561,0.8,8,-4.576,1,0.0324,0.000133,0.0934,0.399,96.989,204504,4
468,Yves V,Daylight (With You),Daylight (With You),0ZCZIa0C46ZFtd6HOxDVwb,0.0759,0.56,0.806,1,-3.881,0,0.0455,0,0.656,0.21,127.938,226939,4
469,Cash Cash,"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)","Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",4bciEWCPPeR2UiVloDyUc5,0.055,0.613,0.765,9,-2.974,0,0.0568,0,0.205,0.335,144.893,210307,4
470,Møtions,Money On Me,Money On Me,0NRDqdftUY55loREoSeK8P,0.0855,0.455,0.714,10,-6.065,1,0.0444,0,0.0812,0.386,155.163,195367,4
471,Sage The Gemini,Now and Later,Now and Later,43jBqV3j3Xi1g6wO0bhIMd,0.273,0.781,0.57,11,-5.874,0,0.188,0,0.196,0.858,107.059,193181,4
472,Jason Derulo,The Other Side,The Other Side,4CLZ3D2RCI5ZCfB51D6NwB,0.0525,0.561,0.836,9,-3.939,1,0.1,0,0.136,0.517,127.923,226987,4
473,The Wanted,The Wanted (Special Edition),Chasing The Sun,2I7TngtQc3oZO0fsyFDUAJ,0.242,0.636,0.732,7,-6.209,0,0.0962,0,0.498,0.679,128.11,198800,4
474,Calvin Harris,18 Months,We'll Be Coming Back (feat. Example),7B1Dl3tXqySkB8OPEwVvSu,0.00131,0.596,0.952,7,-4.364,1,0.0873,0,0.598,0.571,127.945,234360,4
475,Bryan Adams,The Best Of Me,(Everything I Do) I Do It For You,5nydh0uIcz9gxSoJY6FtTn,0.0665,0.518,0.47,1,-8.692,1,0.0273,1.24e-05,0.0792,0.247,131.214,393733,4
476,Various Artists,Bad Boy's 10th Anniversary- The Hits,I'll Be Missing You (feat. 112),3QHONiXGMGU3z68mQInncF,0.0523,0.862,0.479,7,-9.199,1,0.0645,0.00126,0.589,0.924,109.877,301520,4
477,Mikael Gabriel,Versus,Hirviö,3XQX9j6no2CX817DPsB6m3,0.174,0.801,0.784,7,-7.073,1,0.183,0,0.243,0.546,107.007,200440,4
478,Juha Tapio,Lapislatsulia,Tykkään susta niin että halkeen,6Bj2EIPJfNv96wY8fCg5eC,0.0137,0.521,0.721,4,-7.239,0,0.0344,2.34e-05,0.0981,0.768,167.898,190427,4
479,Madcon,Contraband,Freaky Like Me,0nOFRbiftNe7TTPtpobeXt,0.00969,0.602,0.752,8,-4.48,1,0.064,0,0.158,0.562,86.011,189773,4
480,Zedd,Clarity (Deluxe),Clarity,3HrozUzUsMLPNWwuYUHwdV,0.0398,0.509,0.781,8,-3.48,1,0.072,0,0.0749,0.176,128.0,271427,4
481,Zedd,Clarity (Deluxe),Spectrum,42MhtniCyRkj5bsO6HP1lp,0.0137,0.609,0.801,0,-4.417,0,0.034,0.00349,0.127,0.407,129.99,243413,4
482,Simple Plan,Still Not Getting Any,Welcome to My Life,10rChmECwPcvTTj4w07hq4,0.0134,0.421,0.858,1,-4.535,1,0.0963,0,0.067,0.491,173.255,206773,4
483,Juju,Mustavalkosta,Huuda,3kUpcFZaLR9i14gqF7cm6T,0.704,0.662,0.641,5,-6.157,1,0.273,0,0.124,0.67,72.048,235133,4
484,James Blunt,Moon Landing (Deluxe Edition),Bonfire Heart,13ETkZ90sElK5xJuB4cUEt,0.181,0.575,0.821,0,-5.7,1,0.0527,0,0.124,0.449,118.021,238000,4
485,James Blunt,All the Lost Souls,1973,1BV0m40U0M4t1SLIsDnwZl,0.0652,0.72,0.668,9,-7.928,1,0.0269,0.00664,0.0789,0.768,123.007,280027,4
486,Jessie J,Who You Are (Platinum Edition),Nobody's Perfect,1mj5HO7KEAopJDRZXRnESe,0.00228,0.581,0.881,7,-3.22,0,0.28,0,0.663,0.663,163.064,259867,4
487,Akon,Konvicted,"Sorry, Blame It On Me",6m5jURnwGHY1pVw0sJqBBq,0.251,0.709,0.65,7,-7.371,1,0.273,2.32e-05,0.0731,0.543,176.141,295720,4
488,The Lonely Island,Turtleneck & Chain,I Just Had Sex,0u836P4OFuN0iJKkqoDIr0,0.0149,0.609,0.81,6,-4.229,1,0.18,0,0.205,0.764,167.992,166560,4
489,Olly Murs,In Case You Didn't Know,Heart Skips a Beat (feat. Rizzle Kicks),1f8UCzB3RqIgNkW7QIiIeP,0.14,0.843,0.881,9,-3.951,1,0.0581,0,0.0765,0.876,110.621,202267,4
490,Justin Bieber,Believe (Deluxe Edition),Believe,6akbXZeXdrWWsG77ZD3cuD,0.163,0.51,0.847,0,-5.603,1,0.155,0,0.156,0.508,159.83,222560,4
491,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),Stereo Hearts (feat. Adam Levine),0BgRaFy7qnwT1PuUmSTFkf,0.0319,0.646,0.795,9,-3.293,1,0.0976,0,0.267,0.796,89.99,210960,4
492,Basshunter,DotA,Vi sitter i Ventrilo och Spelar DotA,29BLha9wij5tpUtoOpxy49,0.012,0.463,0.973,0,-5.572,1,0.12,0.000586,0.183,0.531,139.995,199920,4
493,kent,FF / VinterNoll2,FF,0wcgKzjWfU3mx2DEmw8yxK,0.0165,0.617,0.858,7,-5.217,0,0.0274,0.196,0.425,0.963,124.798,252747,4
494,R3HAB,Samurai (Tiësto Remix),Samurai - Tiësto Remix,6PTgK9WsthhdyYB1gynwZw,0.03,0.514,0.966,7,-3.925,1,0.0585,0.827,0.09,0.0378,128.007,283125,4
495,KT Tunstall,Suddenly I See,Suddenly I See,45qa5RGheZPWO9iqsjl6No,0.0712,0.537,0.857,7,-5.12,1,0.076,1.14e-06,0.0993,0.722,101.388,192653,4
496,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],I Gotta Feeling,70cTMpcgWMcR18t9MRJFjB,0.0873,0.743,0.766,0,-6.375,1,0.0265,0,0.509,0.61,127.96,289133,4
497,Kesha,TiK ToK,TiK ToK,3fVSUMkxJAQsEm3e3yXHAX,0.085,0.74,0.847,2,-2.084,0,0.168,0,0.321,0.68,120.067,200040,4
498,Sean Kingston,Tomorrow,Fire Burning,2oENJa1T33GJ0w8dC167G4,0.0192,0.839,0.804,1,-2.513,1,0.0329,0,0.331,0.888,122.973,239987,4
499,Jason Derulo,Jason Derulo (International),Whatcha Say,7xkQdy0cy5ymoWT7nedvLz,0.0444,0.615,0.711,11,-5.507,1,0.0779,0,0.145,0.711,144.036,221253,4
500,The Chainsmokers,#SELFIE,#SELFIE - Original Mix,6jEhWcVKEgbczzrU4p2X5u,0.0135,0.789,0.915,0,-3.263,1,0.248,8.77e-06,0.0818,0.66,127.955,183750,4
501,Howard Shore,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",3B7udSGy2PfgoCniMSb523,0.559,0.581,0.0549,10,-20.514,0,0.0397,0,0.0718,0.234,152.037,300840,4
502,Aikakone,Greatest Hits,Keltainen,1sjDdrMgjyKoxLi0iS31uR,0.182,0.523,0.688,8,-5.316,1,0.0251,5.8e-06,0.17,0.393,84.998,268520,4
503,Kymppilinja,Valmistaudu olemaan väärässä,Minä (feat. Mariska),3gYHMSi0QXprEALlsYDgF5,0.0274,0.699,0.789,3,-7.342,0,0.188,0,0.182,0.658,125.98,243160,4
504,Puhuva Kone,Jokainen Tavallaan,Puhuva Kone,0LZuvjd3c9RCfhW1GYmbCB,0.27,0.895,0.627,10,-2.366,0,0.0837,0,0.034,0.582,91.951,183773,4
505,Aamupojat,Radiohitit,Beibi älä vonkaa,5oScu2s1RNMmXc5GoihMSC,0.00894,0.619,0.922,11,-5.222,0,0.0378,0,0.295,0.781,139.955,209907,4
506,Various Artists,Your Favorite Songs from 100 Disney Channel Original Movies,"Determinate - From ""Lemonade Mouth""",0pq5jP4w5L6Tl1VrZnrgah,0.00223,0.564,0.775,1,-4.94,0,0.0571,0,0.0904,0.165,139.931,196280,4
507,Emily Osment,Fight Or Flight,Let's Be Friends,1d4l9SHX6yb3dVySZT6x89,0.00369,0.596,0.79,4,-6.475,0,0.0757,6.42e-06,0.175,0.494,123.988,180933,4
508,Rita Ora,I Will Never Let You Down,I Will Never Let You Down,2ia7iiEtpiOL2ZVuWxBZGB,0.403,0.753,0.801,4,-3.215,1,0.0296,0,0.128,0.794,128.011,203467,4
509,Dingo,Nimeni On Dingo,Levoton Tuhkimo,30Ycic1p43sN4KlzK9MX4G,0.155,0.718,0.655,0,-7.492,1,0.0553,0,0.385,0.9,123.206,264560,4
510,One Direction,Midnight Memories (Deluxe),Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.225,0.6,0.663,3,-5.802,1,0.0477,0,0.119,0.286,121.07,245493,4
511,Zara Larsson,I Would Like,I Would Like,0HVj61S4pQJdQhgZP61G65,0.0853,0.486,0.713,2,-3.949,0,0.0524,0,0.0839,0.297,121.028,226720,4
512,Martin Jensen,Solo Dance,Solo Dance,3R6dPfF2yBO8mHySW1XDAa,0.0485,0.746,0.846,9,-2.432,1,0.048,0,0.195,0.403,114.955,174933,4
513,Otto Knows,Dying For You (feat. Alex Aris),Dying for You (feat. Alex Aris) - Radio Edit,59A6lBd9QmcD8rQTZPj1xD,0.489,0.686,0.582,10,-6.088,1,0.0371,8.09e-06,0.082,0.437,121.97,198971,4
514,Leona Lewis,Spirit,Better in Time,2iXBZ32Fz5VDCLeE0JIdX5,0.512,0.584,0.7,6,-4.251,1,0.0506,2.43e-05,0.13,0.549,163.953,234173,4
515,Laleh,Sjung,Some Die Young,2bfRfAO1RNWcpNtWJv042o,0.122,0.631,0.678,5,-7.18,1,0.0273,7.06e-05,0.204,0.279,98.477,228067,4
516,Jessie J,Who You Are (Platinum Edition),Who You Are,219eUQBWnfmADjKZEWEfSM,0.0225,0.532,0.677,6,-3.912,0,0.0367,5.74e-06,0.263,0.21,135.948,230813,4
517,Sunnery James & Ryan Marciano,Come Follow,Come Follow,2BLef0yQZ4CWYOU10kCT1k,0.0268,0.424,0.813,7,-7.35,1,0.0748,0.000109,0.0923,0.245,128.201,219375,4
518,Hurts,Happiness - Deluxe Edition,Stay,2WmDlNSXpyYgMK0ws7ZWDa,0.0206,0.447,0.72,11,-7.504,1,0.0517,0.000353,0.282,0.297,156.0,235200,4
519,Avicii,Silhouettes,Silhouettes - Original Radio Edit,06h3McKzmxS8Bx58USHiMq,0.155,0.605,0.8,5,-6.235,0,0.0545,0.0562,0.121,0.836,128.074,211880,4
520,Disco Ensemble,Warriors,Second Soul,6Ovi0f2Ant45moF9zJNERx,0.000147,0.48,0.804,11,-4.437,0,0.0508,4.91e-05,0.124,0.315,140.015,221387,4
521,Selena Gomez,Stars Dance,Love Will Remember,0kAv1wGVCGPIHEH1hFJNcG,0.0119,0.624,0.952,7,-4.103,0,0.175,0,0.0998,0.311,110.018,210360,4
522,Duke Dumont,I Got U,I Got U,4r8hRPbidDIoDPphxi78aY,0.00364,0.653,0.756,0,-7.794,1,0.0366,0.00651,0.089,0.42,120.82,285596,4
523,Afrojack,The Spark,The Spark,100EbPCjtuBNBcNxu7Wt6p,0.134,0.629,0.929,11,-3.745,1,0.0464,0,0.134,0.499,126.003,243754,4
524,Tove Lo,Truth Serum,Stay High - Habits Remix,4J8WVHRtXM6SMgsF7qohXy,0.00114,0.736,0.677,4,-7.036,0,0.0352,0.844,0.0949,0.0747,121.01,258387,4
525,Maroon 5,Overexposed Track By Track,Daylight,1NNAI51EuoRWw1ydX1zV7S,0.00242,0.656,0.674,7,-5.473,1,0.0269,0,0.255,0.369,120.001,225067,4
526,Maroon 5,Overexposed Track By Track,Lucky Strike,4rpzPAbwJboZQw2p9T5T3f,0.000607,0.673,0.746,11,-4.514,0,0.0424,0,0.0988,0.446,144.013,185293,4
527,Maroon 5,Overexposed Track By Track,The Man Who Never Lied,5BXg13zwPCtGMxBHLqU8fi,0.000327,0.62,0.849,2,-6.016,1,0.0351,0,0.072,0.865,139.933,205000,4
528,Maroon 5,Overexposed Track By Track,Love Somebody,5H0ajL4EHsrcAEGESo2Lzx,0.134,0.675,0.783,1,-6.284,1,0.0365,0,0.122,0.4,120.018,229973,4
529,Maroon 5,Overexposed Track By Track,Ladykiller,3Uum6BJBgb7Fp3uXmlTFuC,0.00963,0.82,0.63,7,-6.926,1,0.0413,8.91e-05,0.144,0.76,115.054,163987,4
530,Maroon 5,Overexposed Track By Track,Fortune Teller,5b4LIjtXeON2spaDlsXxTv,0.0526,0.662,0.757,4,-6.119,0,0.039,0,0.149,0.411,119.948,203227,4
531,Maroon 5,Overexposed Track By Track,Sad,4MAxq4eEuuyE97wodPnisY,0.797,0.781,0.262,7,-9.189,1,0.0321,0,0.1,0.338,111.92,193827,4
532,Maroon 5,Overexposed Track By Track,Tickets,6RzYNDWVza8E3bnqHNUqcz,0.0174,0.801,0.816,4,-4.192,0,0.0317,1.43e-06,0.127,0.972,120.002,208733,4
533,Maroon 5,Overexposed Track By Track,Doin’ Dirt,0uI95Bm4awNXa00xZYAfbQ,0.000838,0.677,0.861,3,-4.04,0,0.0446,0,0.0714,0.875,124.945,211520,4
534,Maroon 5,Overexposed Track By Track,Beautiful Goodbye,0ehxWIhybOYQ3acRhmcNVF,0.00199,0.656,0.567,3,-2.638,1,0.0386,1.29e-06,0.106,0.385,168.251,255253,4
535,Maroon 5,Overexposed Track By Track,Wipe Your Eyes,2Nut5wxGFEwdbjuEe32syQ,0.066,0.607,0.913,4,-3.627,0,0.036,0,0.123,0.626,137.037,214853,4
536,Maroon 5,Overexposed Track By Track,Wasted Years,2I7Dw7W2CFvfc51qqUhfbl,0.0494,0.733,0.855,2,-4.237,1,0.213,0,0.304,0.793,158.715,212693,4
537,Kaija Koo,Kuka sen opettaa,Supernaiset,3cGY1fqKRllxTkVIBOmBBv,0.0241,0.493,0.92,2,-5.719,1,0.0596,0,0.362,0.838,164.003,238200,4
538,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.0317,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4
539,Sigma,Nobody To Love,Nobody To Love - Radio Edit,7vGWH8cSr389jeNN4fsXYQ,0.000528,0.443,0.918,8,-3.299,1,0.0453,5.39e-06,0.128,0.199,175.033,189720,4
540,Faul & Wad,Changes,Changes,13qqdlSeF8FcxsRyapDMZ0,0.00864,0.822,0.704,3,-8.242,0,0.0374,0.627,0.0633,0.255,125.999,345173,4
541,Demi Lovato,Unbroken,Who's That Boy,4c4AVLxcIIbBgCxAW1JNbL,0.021,0.763,0.714,2,-4.611,1,0.0837,0,0.0623,0.535,82.98,192280,4
542,Ashley Tisdale,Headstrong,Not Like That,6OLztNeqXZu5Uh6YmmzQxC,0.0219,0.709,0.835,2,-5.31,1,0.128,0,0.108,0.385,96.019,181640,4
543,Ashley Tisdale,"It's Alright, It's OK","It's Alright, It's OK",7kvkzyzHsHIssSQnYMH3BM,0.00662,0.515,0.918,1,-2.033,0,0.0569,1.16e-05,0.162,0.265,130.061,179000,4
544,DJ Fresh,Hot Right Now,Hot Right Now - Radio Edit,2SbVR0tPkE8cYXV539iNoE,0.00684,0.523,0.971,4,-1.568,0,0.0429,0.000542,0.221,0.48,174.993,182333,4
545,WTF!,Da Bop,Da Bop,1oddTak6i4Dq2CqSCEgCML,0.00277,0.875,0.88,9,-4.727,0,0.0661,0.0773,0.312,0.933,126.973,191547,4
546,ItaloBrothers,Pandora 2012,Pandora 2012 - Video Edit,5sPz5XS7Vj0GMkNVdezrmv,0.00278,0.539,0.872,7,-4.877,1,0.0327,2.49e-05,0.151,0.455,150.008,188973,4
547,Shakira,Addicted To You,Addicted To You - Radio Version,4fu5BbhmKdr1zCMqH6uOH8,0.0441,0.869,0.814,4,-4.066,0,0.0965,0.0101,0.0698,0.96,126.0,148067,4
548,Gusttavo Lima,Balada (Tchê tcherere tchê tchê),Balada - Ao Vivo,7h94Gugaor1PCxYJ09kW5W,0.167,0.681,0.949,11,-4.302,0,0.0566,0,0.832,0.832,128.017,204853,4
549,Rihanna,Unapologetic (Deluxe),Right Now,42Ow7PS3YtCWplolUUigDo,0.049,0.668,0.64,3,-5.208,0,0.0888,0,0.0675,0.259,130.004,181627,4
550,Rihanna,Unapologetic (Deluxe),Diamonds,6O20JhBJPePEkBdrB5sqRx,0.00125,0.564,0.71,11,-4.92,0,0.0461,0,0.109,0.393,91.972,225147,4
551,Rihanna,Unapologetic (Deluxe),Stay,0GNI8K3VATWBABQFAzBAYe,0.945,0.621,0.31,9,-10.164,0,0.0283,6.12e-05,0.117,0.125,111.893,240707,4
552,Rihanna,Talk That Talk (Deluxe),You Da One,5DBfBBTNQH20XbNqp2XZJE,0.503,0.702,0.715,5,-5.377,0,0.0425,2.44e-05,0.126,0.863,127.05,200013,4
553,Rihanna,Talk That Talk (Deluxe),Where Have You Been,1tjY4H0X706ZH03SXa1DFh,0.00201,0.719,0.847,0,-6.34,0,0.0916,0.0204,0.223,0.444,127.963,242680,4
554,Rihanna,Talk That Talk (Deluxe),Talk That Talk,7ksS2VMMt5ZDSpZOQTVj73,0.0371,0.694,0.671,2,-4.088,1,0.0444,3.14e-05,0.236,0.466,83.999,209600,4
555,Rihanna,Loud,Man Down,1Bx0zEdVjkFlV27iKaePug,0.0436,0.47,0.904,0,-4.024,0,0.177,0,0.0491,0.557,155.788,267000,4
556,Rihanna,Rated R,Rude Boy,5hlWtrnVUyAze5WkxF9P56,0.113,0.563,0.75,11,-4.496,1,0.127,0,0.0788,0.812,173.906,222920,4
557,Rihanna,Good Girl Gone Bad: Reloaded,Shut Up And Drive,3m7Fne4xA0bsKzEaWbNucr,0.00101,0.735,0.826,1,-4.902,1,0.0349,0.129,0.197,0.74,132.964,212280,4
558,Rihanna,Good Girl Gone Bad: Reloaded,Rehab,5bXd8zA39HyVPdfcFqR3lK,0.00321,0.583,0.792,1,-5.894,1,0.0533,4.92e-05,0.315,0.397,80.055,294720,4
559,Rihanna,Good Girl Gone Bad: Reloaded,Disturbia,01BvT9GPtThEzcMxkptkgN,0.0863,0.707,0.813,11,-4.515,0,0.0571,0,0.168,0.722,124.921,238627,4
560,Rihanna,Good Girl Gone Bad: Reloaded,Take A Bow,3mmjD9G2HUUzDbFl3NRDLM,0.248,0.697,0.467,9,-7.536,1,0.0715,0,0.0941,0.572,82.081,229413,4
